Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.1396949291229248,-0.19639160156250002,-0.7616162109375001,-9.83155517578125,-0.408172607421875,0.23651123046875,0.110626220703125
0.5749657154083252,-0.18920654296875,-0.75443115234375,-9.836345214843751,-0.408172607421875,0.247955322265625,0.03814697265625
1.0925304889678955,-0.20357666015625,-0.7328759765625,-9.836345214843751,-0.4730224609375,0.2899169921875,-0.00762939453125
1.5751562118530273,-0.5077441406250001,1.43701171875,-9.620793457031251,-2.05230712890625,-0.339508056640625,-0.301361083984375
2.082744836807251,-0.55324951171875,-0.93645263671875,-9.8339501953125,-1.3885498046875,-0.263214111328125,-0.362396240234375
2.5737411975860596,-0.4071533203125,-2.7327172851562502,-9.6040283203125,4.06646728515625,1.6632080078125,0.720977783203125
3.075963258743286,0.7448510742187501,-0.44307861328125003,-10.2363134765625,-0.02288818359375,5.096435546875,-0.202178955078125
3.5749552249908447,0.3879931640625,1.5878979492187502,-10.7296875,-4.253387451171875,6.72149658203125,3.1585693359375
4.076902389526367,-0.05987548828125,0.4646337890625,-9.29986083984375,-5.832672119140625,0.091552734375,-0.308990478515625
4.575629472732544,-0.3305126953125,1.9639160156250002,-9.36931640625,-9.28497314453125,-1.36566162109375,-0.156402587890625
5.089089393615723,-0.10298583984375001,3.4823583984375004,-9.34776123046875,2.025604248046875,-9.418487548828125,-1.9073486328125
5.573549270629883,1.4561718750000001,1.0873388671875,-9.5561279296875,3.513336181640625,1.659393310546875,-21.15631103515625
6.0902626514434814,-0.258662109375,1.8345849609375,-9.120234375,5.22613525390625,2.902984619140625,-0.16021728515625
6.574040412902832,-0.4071533203125,1.302890625,-9.398056640625,6.8817138671875,1.018524169921875,-0.1068115234375
7.079930067062378,0.10298583984375001,2.7901977539062504,-9.81718505859375,6.473541259765625,1.003265380859375,-1.86920166015625
7.585518836975098,-0.5795947265625,1.8345849609375,-9.043593750000001,8.544921875,0.171661376953125,-0.52642822265625
8.085360765457153,-0.6083349609375001,-3.42966796875,-10.511740722656251,7.846832275390625,1.445770263671875,-0.431060791015625
8.586709976196289,0.19878662109375,-1.1903247070312502,-10.0351318359375,2.4566650390625,1.80816650390625,0.77056884765625
9.077225923538208,-0.3496728515625,0.8047265625000001,-9.94651611328125,7.53021240234375,-2.14385986328125,0.324249267578125
